"['Jennifer', 'has', 'pets', '.']",[ True]
"['Evelyn', 'has', 'pets', '.']",[ True]
"['Katherine', 'has', 'pets', '.']",[ True]
"['Colin', 'has', 'pets', '.']",[ True]
"['Julia', 'has', 'pets', '.']",[ True]
"['Matt', 'has', 'pets', '.']",[ True]
"['Eric', 'has', 'pets', '.']",[ True]
"['Tony', 'has', 'pets', '.']",[ True]
"['Pamela', 'has', 'pets', '.']",[ True]
"['William', 'has', 'pets', '.']",[ True]
"['Philip', 'has', 'pets', '.']",[ True]
"['Sarah', 'has', 'pets', '.']",[ True]
"['Ryan', 'has', 'pets', '.']",[ True]
"['Leslie', 'has', 'pets', '.']",[ True]
"['Harriet', 'has', 'pets', '.']",[ True]
"['Jill', 'has', 'pets', '.']",[ True]
"['Kim', 'has', 'pets', '.']",[ True]
"['Marie', 'has', 'pets', '.']",[ True]
"['Philip', 'has', 'pets', '.']",[ True]
"['Billy', 'has', 'pets', '.']",[ True]
"['Simon', 'has', 'pets', '.']",[ True]
"['Rose', 'has', 'pets', '.']",[ True]
"['Dan', 'has', 'pets', '.']",[ True]
"['Alex', 'has', 'pets', '.']",[ True]
"['Mary', 'has', 'pets', '.']",[ True]
"['Howard', 'has', 'pets', '.']",[ True]
"['Frank', 'has', 'pets', '.']",[ True]
"['Martha', 'has', 'pets', '.']",[ True]
"['Harriet', 'has', 'pets', '.']",[ True]
"['Kathryn', 'has', 'pets', '.']",[ True]
"['Philip', 'has', 'pets', '.']",[ True]
"['Ken', 'has', 'pets', '.']",[ True]
"['Al', 'has', 'pets', '.']",[ True]
"['Marie', 'has', 'pets', '.']",[ True]
"['Dorothy', 'has', 'pets', '.']",[ True]
"['Lauren', 'has', 'pets', '.']",[ True]
"['Fred', 'has', 'pets', '.']",[ True]
"['Judith', 'has', 'pets', '.']",[ True]
"['Jennifer', 'has', 'pets', '.']",[ True]
"['Benjamin', 'has', 'pets', '.']",[ True]
"['Kim', 'has', 'pets', '.']",[ True]
"['Anne', 'has', 'pets', '.']",[ True]
"['Sue', 'has', 'pets', '.']",[ True]
"['Rebecca', 'has', 'pets', '.']",[ True]
"['Grace', 'has', 'pets', '.']",[ True]
"['Joe', 'has', 'pets', '.']",[ True]
"['Florence', 'has', 'pets', '.']",[ True]
"['Margaret', 'has', 'pets', '.']",[ True]
"['Jane', 'has', 'pets', '.']",[ True]
"['Judy', 'has', 'pets', '.']",[ True]
"['Lucy', 'has', 'pets', '.']",[ True]
"['Elaine', 'has', 'pets', '.']",[ True]
"['Ken', 'has', 'pets', '.']",[ True]
"['Bobby', 'has', 'pets', '.']",[ True]
"['Jack', 'has', 'pets', '.']",[ True]
"['Bill', 'has', 'pets', '.']",[ True]
"['Patrick', 'has', 'pets', '.']",[ True]
"['Carolyn', 'has', 'pets', '.']",[ True]
"['Walter', 'has', 'pets', '.']",[ True]
"['Judith', 'has', 'pets', '.']",[ True]
"['Evelyn', 'has', 'pets', '.']",[ True]
"['Alan', 'has', 'pets', '.']",[ True]
"['Peter', 'has', 'pets', '.']",[ True]
"['Sue', 'has', 'pets', '.']",[ True]
"['Thomas', 'has', 'pets', '.']",[ True]
"['Mark', 'has', 'pets', '.']",[ True]
"['Fiona', 'has', 'pets', '.']",[ True]
"['Walter', 'has', 'pets', '.']",[ True]
"['Laura', 'has', 'pets', '.']",[ True]
"['Evelyn', 'has', 'pets', '.']",[ True]
"['Janet', 'has', 'pets', '.']",[ True]
"['Sally', 'has', 'pets', '.']",[ True]
"['Jane', 'has', 'pets', '.']",[ True]
"['Sam', 'has', 'pets', '.']",[ True]
"['Colin', 'has', 'pets', '.']",[ True]
"['Mary', 'has', 'pets', '.']",[ True]
"['Michelle', 'has', 'pets', '.']",[ True]
"['Patrick', 'has', 'pets', '.']",[ True]
"['Christine', 'has', 'pets', '.']",[ True]
"['Angela', 'has', 'pets', '.']",[ True]
"['Michelle', 'has', 'pets', '.']",[ True]
"['Helen', 'has', 'pets', '.']",[ True]
"['Lawrence', 'has', 'pets', '.']",[ True]
"['Simon', 'has', 'pets', '.']",[ True]
"['Sarah', 'has', 'pets', '.']",[ True]
"['Susan', 'has', 'pets', '.']",[ True]
"['Patricia', 'has', 'pets', '.']",[ True]
"['Larry', 'has', 'pets', '.']",[ True]
"['Tim', 'has', 'pets', '.']",[ True]
"['Dan', 'has', 'pets', '.']",[ True]
